55972,"BẮT SÓNG CẢM XÚC","Tìm lại nụ cười đôi khi bỏ quên trong ta những mệt nhoài...",Wanbi Tuấn Anh
55973,"BẤT CHỢT","Lòng sao nhớ thương vô cùng, phố hoa thênh thang từ khi vắng nhau...",Nguyễn Ngọc Thiện
55974,"BẬU BÌNH BÁT","Bình bát ơ buồn ai tan tác ơ, lỡ mối duyên lòng buồn người bỏ xứ xa quê...",Sơn Hạ
55975,"BẬU CÒN THƯƠNG GIẬU MỒNG TƠI","Chiều buồn bên giậu mồng tơi, nghe lòng thương nhớ cuộc tình đôi ta...",Nguyễn Ngọc Thạch
55976,"BÊN BỜ AO NHÀ MÌNH","Bên bờ ao nhà mình con chuồn chuồn vẫn đậu cành bèo tây...",Lê Minh Sơn
55977,"BÊN ĐỜI LẺ LOI","Ngày em bước ra đi phương nào, nhiều đêm vắng cô đơn mong chờ...",Hồ Trung Dũng
55978,"BIỂN NGHÌN THU Ở LẠI","Biển đánh bờ xôn xao bờ đánh biển, đừng đánh nhau ơi biển sẽ tàn phai...",Trịnh Công Sơn
55979,"BIẾT PHẢI LÀM SAO","Giữa hai người đường tình như tơ rối, tìm đâu thấy lối ra tình yêu mình...",Trung Quân
55980,"BÓNG HÌNH","Anh sẽ luôn chờ bên góc phố mong thấy em từng ngày đi qua...",Sỹ Luân
55981,"BÓNG MÁT ĐỜI CON","Mẹ cha ơi, những bước chúng con bước trên đường đời...",Mai Thanh
55982,"BÓNG TRĂNG ĐANG DẦN TRÔI","Một mình trong căn phòng vắng ngồi nhớ mong bóng hình em...",Duy Mạnh
55983,"BỖNG","Bỗng hôm nào chợt tôi thấy tôi cười một mình...",Sa Huỳnh
55984,"BỞI THẾ ANH YÊU EM (BỞI THẾ TA YÊU NHAU)","Có nỗi nhớ nào bằng nỗi nhớ em, có nhan sắc nào bằng tâm hồn em...",Vũ Quốc Việt
55985,"BƯỚC CHÂN PHÙ DU","Nếu biết trước cuộc tình mình không như mơ...",Quang Mẫn
55986,"CẢM ƠN TÌNH YÊU CỦA EM","Thôi em đi, thôi em đi em về đi với người, để cho ngày trôi qua...",Nguyễn Hồng Thuận
55987,"CÁNH BUỒM ĐỎ THẮM","Ngỡ ngàng phút giây em đến ngập chiếm hồn anh...",Đỗ Bảo
55988,"CÁNH CÒ QUÊ","Quê mẹ ơi sao đồng xanh thế, cánh cò ơi sao lả lơi thế...",Phạm Lê Quân
55989,"CĂN PHÒNG LẠNH","Mỗi khi đông về anh lại nhớ những tháng ngày đã qua...",Lê Bá Vĩnh
55990,"CẦN MỘT CHÚT VÔ TÂM","Người tôi yêu bao nhiêu lâu nay sao phũ phàng quay lưng quá nhanh...",Bằng Cường
55991,"CHA VÀ CON","Có một bài ca cha đã viết khi chưa đặt tên con...",Trần Lập
55992,"CHỈ ANH HIỂU EM","Anh nhớ những ngày mà mình còn bên cạnh nhau thật đẹp biết mấy...",Khắc Việt
55993,"CHỈ LÀ GIẤC MƠ","Có những nỗi đau nhẹ nhàng tìm đến, những vết thương chưa phai...",Bảo Thạch
55994,"CHỈ MÌNH EM THÔI","Người yêu hỡi có nhớ anh thường nói chỉ có em mà thôi...","Nhạc: Tùng Châu, Thơ: Trường Huy"
55995,"CHỈ TẠI VÔ TÌNH","Một mình lặng ngắm ánh nắng rơi vương ngoài biển xa...",Quốc Bình - Hồng Khanh
55996,"CHỈ THẾ THÔI","Con sông buông lơi êm trôi mênh mang, sông in ánh trăng...",Đông Nhi
55997,"CHỈ TÌNH YÊU ANH MẤT","Tưởng rằng mây sẽ không trôi, tưởng rằng sông sẽ không vơi...",Quốc Bảo
55998,"CHỈ VÌ ANH QUÁ YÊU EM","Anh không thể bên em nữa sao, từ ngày hôm qua....",Phạm Việt Hoàng
55999,"CHỈ YÊU MÌNH ANH (CHỈ VÌ YÊU ANH)","Đừng nói xa cách anh nhé làm cho lòng em xót xa, còn đây nhung nhớ...",Quốc Vượng
56000,"CHIẾC ĐÈN ÔNG SAO","Chiếc đèn ông sao sao năm cánh tươi màu, cán đây rất dài cán cao quá đầu...",Phạm Tuyên
56001,"CHIẾC LÁ VÔ TÌNH","Mùa thu qua đây qua đây, rơi lại chút nắng lấp lánh...",Bảo Chấn
56002,"CHIỀU BIÊN GIỚI","Chiều nay đứng nơi đây trên vùng biên giới này, em thấy cả trời quê hương...",Nguyễn Văn Hiên
56003,"CHIỀU ĐÔNG MATXCƠVA","Từng bông tuyết nhẹ rơi, mỗi chiều đông giá trắng trong lòng tôi...",Phú Quang
56004,"CHIỀU MƯA HÀ NỘI","Chiều nay Hà Nội mưa rơi, rơi vào nỗi nhớ...",Nguyễn Tiến
56005,"CHIỀU QUA PHỐ CŨ","Chiều về thăm quê hương sau nhiều năm gió sương...",Thanh Sơn
56006,"CHIM CHÍCH BÔNG","Chim chích bông bé tẹo teo rất hay trèo từ cành na ra cành bưởi...","Nhạc: Văn Dung, Lời: Nguyễn Việt Bình"
56007,"CHÍN BẬC TÌNH YÊU","Chín bậc núi rừng chín bậc nghiêng nghiêng, tuổi ấu thơ ta lớn lên ở đó...",An Thuyên
56008,"CHÍNH LÀ ANH","Cứ mỗi sáng thức dậy, bên cạnh anh luôn có một vòng tay...",Khắc Việt
56009,"CHO EM MỘT LẦN YÊU","Người bỗng đến bên em vào một hôm nắng xanh ngời...",Đức Trí
56010,"CHO NHAU NGÀY SAU","Rồi mai em hãy nhớ, nhớ thương duyên tình nhạt phai...",Tuấn Khanh
56011,"CHO VƠI NHẸ LÒNG","Lặng lẽ giữa đêm quạnh hiu, âm thầm cô đơn bước về...",Duy Anh
56012,"CHÚ HEO LƯỜI","Ục ục ục ục ục ục có chú heo con ủn ỉn kêu hoài, ăn suốt ngày...",Nguyễn Văn Hiên
56013,"CHUNG DÒNG SỮA MẸ","Một đêm trăng sáng lung linh ngồi nghe mẹ kể chuyện...",Y Phôn K’sor
56014,"CHUỒN CHUỒN ỚT","Chuồn chuồn ớt trưa hè nóng bức bắt đem cắn rốn tập bơi...",Lê Minh Sơn
56015,"CHÚT NẮNG VÀNG BAY","Chút nắng vàng bay chút gió mùa bay, bàn tay ai vừa kết nụ nụ hoa nắng...","Nhạc: Giáng Son, Thơ: Nguyễn Vĩnh Tiến"
56016,"CHUYỆN LỨA ĐÔI","Khi em chưa quen anh, hạt mưa có rơi đâu làm em nhớ...",Thế Hiển
56017,"CHUYỆN MỘT NGƯỜI RA ĐI","Cuộc tình ta như là một giấc mơ vừa mới đến bỗng nay đã vội tan...",Trung Quân
56018,"CHUYỆN TÌNH","Hẹn hò mãi sao anh không về với em, ở nơi ấy anh đang nghĩ gì...","Nhạc: Anh Quân, Lời: Dương Thụ"
56019,"CHUYỆN TÌNH QUÊ","Một chiều mưa bay hai đứa chia tay, em tiễn anh lên đường rời xa mái trường...",Cao Nhật Minh
56020,"CÓ LẼ","Từ khi em qua cuộc đời, từ khi em yêu một người...","Nhạc: Hoàng Anh, Lời: Nguyễn Hải Phong"
56021,"CÓ LẼ","Có lẽ đêm nay là đêm cuối em được bên anh...",Phúc Trường
56022,"CÓ LẼ TA THUỘC VỀ NHAU","Ngày tháng mệt nhoài cất bước theo thời gian buồn tênh...",Nguyễn Hồng Thuận
56023,"CÓ MỘT DÒNG SÔNG ĐÃ QUA ĐỜI","Mười năm xưa đứng bên bờ giậu, đường xanh hoa muối bay rì rào...",Trịnh Công Sơn
56024,"CÓ MỘT NGÀY","Có một ngày muôn sao giăng lấp lánh, có một ngày trăng sáng rọi lòng ta...",Lam Trường
56025,"CÓ MỘT VÀI ĐIỀU ANH MUỐN NÓI VỚI EM","Rồi có một ngày người sẽ bỏ ta đi, may mắn quá câu ca còn ở lại...","Nhạc: Phú Quang, Thơ: Trương Nam Hương"
56026,"CÓ NHỮNG GIẤC MƠ","Người có biết có những giấc mơ mà khi thức giấc vẫn không thể quên...",Đào Trọng Thịnh
56027,"CÓ THẬT KHÔNG ANH","Hạnh phúc đã bao lần qua nhưng chúng ta đã không nhận ra...",Nguyễn Hồng Thuận
56028,"CÕI YÊU NGƯỜI","Đừng khóc dẫu tình đã không còn, đừng khóc để mộng tàn theo đêm...",Quang Dũng
56029,"CÔ BA","Nắng vàng trôi theo con nước, tóc ai dài tôi nhớ tôi thương...",Minh Vy
56030,"CỐ QUÊN","Cố quên đi một hình bóng dẫu đôi tay vẫn không thể buông...",Khởi My
56031,"CỐ QUÊN CÀNG NHỚ","Còn lại gì không anh khi ra đi lãng quên lời nói yêu đầu...",Nguyễn Hoàng Duy
56032,"CÔ TƯ BẾN PHÀ","Hò ơ ơ ơ nem Lai Vung mận Long Xuyên đỏ ngọt, quýt Cái Bè bánh tét Trà Vinh...",Sơn Hạ
56033,"CƠN BÃO TÌNH","Đã bao lần vì em trong nước mắt, đã bao lần vì em anh buốt giá...",Thái Khang
56034,"CƠN GIÓ BUỒN MÙA ĐÔNG","Trời đã vào đông anh nghe tình chết trong lòng, chiều tím mênh mông...",Quốc Vượng
56035,"CUNG ĐÀN BIỂN XANH","Guitar anh đàn em hát thiết tha, thiết tha là khúc tình ca...",Trương Quang Tuấn
56036,"DẤU VẾT NGÀY TA YÊU","Hãy mang cơn mưa tôi dịu mát trưa hè, hôm em rời xa mùa đông...",Việt Anh
56037,"DỌN QUÁN BÁN HÀNG","Dọn quán i ơ cùng có a bán hàng là anh rằng Hai ơi nay bên a người về...",Dân ca quan họ
56038,"DỰ BÁO TRÁI TIM","Nhìn mây trắng, một ngày nắng thấy trái tim em rộn ràng ca vang...",Wanbi Tuấn Anh
56039,"ĐÃ BAO LẦN ANH KHÓC","Đã bao lần anh thấy lòng mình yếu đuối, đã bao lần anh khóc trong đêm âm thầm...",Nguyễn Hồng Thuận
56040,"ĐÀN GÀ TRONG SÂN","Gà chưa biết gáy là con gà con, gà mà gáy sáng là con gà cha...","Dân ca Pháp, Lời Việt: Nguyễn Ngọc Thiện"
56041,"ĐẤT NƯỚC TÌNH YÊU","Khi em nói yêu anh vườn cây đầy hoa trái, khi anh nắm tay em...",Lệ Giang
56042,"ĐỂ TÌNH YÊU HÁT","Sáng nay ngồi một mình, ngày không anh sao nghe trống vắng...",Anh Quân
56043,"ĐÊM","Em chưa bao giờ một đêm thức giấc bốn năm lần...",Hamlet Trương
56044,"ĐÊM DÀI","Nghe và em nghe tiếng anh đâu đây giọng nói khe khẽ...",Trần Tuấn Anh
56045,"ĐÊM NGHE HÁT ĐÒ ĐƯA NHỚ BÁC","Một khúc dân ca sâu lắng quê nhà, đêm sông Lam dạt dào sóng nước...",An Thuyên
56046,"ĐÊM NHỚ ANH","Một người đã ra đi nơi trời xa, một người vẫn đây cô đơn ngóng chờ...",Phạm Hòa Khánh
56047,"ĐÊM PHÁO HOA","Đêm pháo hoa là đêm pháo hoa, pháo đỏ xanh vàng tím hoa cà...",Phạm Tuyên
56048,"ĐÊM QUA NHỚ BẠN","Đêm i hôm qua mình tôi nhớ bạn i lình tinh lính tình tinh...",Dân ca quan họ
56049,"ĐẾN MỘT LÚC NÀO ĐÓ","Phải chăng cơn mưa ấy ướt nhòa lá thư trên đôi bàn tay...",Lương Bằng Quang
56050,"ĐI TÌM NỖI ĐAU","Yêu anh là em biết đắng cay đợi chờ, yêu anh là những ngày tương tư mong nhớ...",Trương Lê Sơn
56051,"ĐIỀU CUỐI CÙNG ĐỢI CHỜ","Nhìn vào đôi mắt ấy và không gian xung quanh rợp nắng, mùa xuân đang hát lên...",Việt Anh
56052,"ĐIỀU TỰ NHIÊN NHẤT","Lúc anh nhìn người anh yêu, mắt anh rực sáng khóe môi nồng nàn...",Hamlet Trương
56053,"ĐOẢN KHÚC THU HÀ NỘI","Bởi vì mùa thu tôi ở lại, Hà Nội mùa thu Hà Nội thu...",Trịnh Công Sơn
56054,"ĐÔI CÁNH","Một luồng ánh sáng đã rọi ngang qua...",Bảo Lan
56055,"ĐÔNG TÀN","Một mình anh đi đường dài quanh co thiếu một ai đó, tình tựa giọt sương...",Bằng Cường
56056,"ĐỪNG BẮT ANH NGỪNG YÊU EM","Dòng đời đã cuốn bóng em xa mịt mờ, tình mình đã lỡ phải làm sao bây giờ...",Khánh Đơn
56057,"ĐỪNG BUỒN NỮA ANH HỠI","Đừng buồn nữa anh hỡi khi tình đã không còn...",Minh Vy
56058,"ĐỪNG GHEN EM NHE","Đừng ghen em nhé nào ai muốn thế, đừng ghen em nhé chớ nên ưu sầu...",Bảo Phúc
56059,"ĐỨNG MỘT MÌNH","Mưa rơi thật nhiều quá nước mắt hay mưa vậy, đôi môi chợt mặn quá...",Khắc Việt
56060,"ĐỪNG VÍ EM LÀ BIỂN","Đừng ví em là biển sâu thẳm và bao la, thuyền nan em bé nhỏ...",Trần Thanh Tùng
56061,"EM CHỈ CÓ ANH","Sáng một mình nhớ anh, trưa ngồi chờ tiếng anh...",Nhất Trung
56062,"EM CÓ CÒN THẮT BÍM","Đất trời chợt mênh mang cho hồn ta yên lặng, tìm nhau trong xa vắng...","Nhạc: Vũ Hoàng, Lời: Lê Nhược Thủy"
56063,"EM MƠ VỀ ANH","Lặng im bóng cây lặng im bóng mây, lặng im góc sân trưa nắng vàng...","Nhạc: Huy Tuấn, Lời: Dương Thụ"
56064,"EM NHƯ CHIM CÂU TRẮNG","Em như chim bồ câu tung cánh giữa trời, em như chim bồ câu trắng...",Trần Ngọc
56065,"EM QUÊN ĐIỆU LÝ TÌNH QUÊ","Dù muốn dù không thì người cũng xa xa cuối phương trời...",Thái Hùng
56066,"EM VỀ ĐI","Em về đi...Yêu thương làm chi cho lòng đầy nuối tiếc...",Sỹ Luân
56067,"EM YÊU THÀNH PHỐ BIỂN QUÊ EM","Thành phố quê em nằm bên bờ biển xanh, biển như vòng tay mẹ...",Trương Duy Huyến
56068,"EM YÊU TRƯỜNG EM","Em yêu trường em với bao bạn thân và cô giáo hiền như yêu quê hương...",Hoàng Vân
56069,"ÉO LE CUỘC TÌNH","Đâu phải có tiền mua được hạnh phúc, đâu phải tình yêu đổi lấy bằng tiền...",Thái Khang
56070,"GHÉT ANH GIẬN ANH","Chuyện tình yêu em cứ ơ thờ, đường vào tình yêu em đã không ngờ...",Minh Vy
56071,"GIẤC MƠ CÁNH CÒ","Gió chiều cứ hắt hiu nghe buồn thiu, cánh cò trắng ấu thơ bay về đâu...",Vũ Quốc Việt
56072,"GIẤC MƠ TÔI","Giấc mơ tuổi thơ của tôi là tiếng võng đưa hè trưa mẹ ru...",Quốc Trung
56073,"GIẤC MƠ XA VẮNG","Chiều không nắng nghe lòng xa vắng khúc ca ai buồn...",Hoài Phương
56074,"GIẤU EM VÀO NỖI NHỚ","Giấu em vào nỗi nhớ của anh đi, ngày mai trên phố vắng xa một người...",Nguyễn Ngọc Thiện
56075,"GIÓ LÊN","Gió lên kìa gió lên... Gió lên gió đẩy gió đưa, tình anh thương nàng lâu lắm...",Minh Vy
56076,"GIỜ EM ĐÃ BIẾT","Con đường đêm mình em mờ trong mắt nhòa, sao giờ anh và em xa nhau...",Minh Nhiên
56077,"GỬI MỘT TÌNH YÊU (GỬI ĐÔI MẮT)","Có điều gì nhói lòng anh sau đôi mắt ấy, đôi mắt em thăm thẳm nỗi buồn xưa..","Nhạc: Phú Quang, Lời: P.Quang - Từ Kế Tường"
56078,"GỬI NGÀN LỜI YÊU","Con đường lên đèn chiều bâng khuâng trên phố dài...","Nhạc: Minh Vương, Lời: Lê Việt Khánh"
56079,"HÀ NỘI LINH THIÊNG HÀO HOA","Trăm miền về đây về đây hội tụ, ngàn năm về đây về đây hội ngộ...",Lê Mây
56080,"HAI MƯƠI MÙA XUÂN","Cuộn phim ấy đã cũ lắm rồi, tình cờ anh thấy trong ngăn tủ xưa...",Trần Lê Quỳnh
56081,"HẠNH PHÚC MONG MANH","Anh biết khi nắng mai lên là em không còn cho những yêu dấu tháng năm...",Vũ Quốc Việt
56082,"HẠNH PHÚC NỬA VỜI","Khúc hát yêu thương cho nhau là những bài tình ca rất buồn...","Trương Lê Sơn, Đàm Vĩnh Hưng"
56083,"HẠNH PHÚC QUANH ĐÂY","Ầu ơ ơ ơ đốn cây ai nỡ chiết chồi... Nếu em thôi anh con ta sẽ khổ...",Tô Thanh Tùng
56084,"HÀNH TRANG BUỒN (VẪN CÒN YÊU)","Ngày ra đi anh mang theo bên mình hành trang ấy...",Huỳnh Bảo Khang
56085,"HẠT CÁT","Giấc mơ ngày nào bay mãi, cuộc sống vẫn cứ thế quay đều...",Phan Anh Tuấn
56086,"HÁT CHO CUỘC ĐỜI","Hát cho cuộc đời hát cho tình yêu tràn nơi nơi, hạnh phúc thốt lên thành lời...",Minh Châu
56087,"HÁT MỪNG CÁC CỤ DÂN QUÂN","Loa vang tin khắp nơi các cụ vừa hạ rơi máy bay...",Đỗ Nhuận
56088,"HÃY MỈM CƯỜI","Nụ cười là tia nắng xua màn đêm, nụ cười là hơi ấm xua lạnh băng...",Giáng Son
56089,"HÃY SỐNG NHƯ MỌI NGƯỜI","Đừng nhớ tới chi em buồn hôm qua, đừng ngồi tiếc em ơi khi tan cơn mộng...",Chu Minh Ký
56090,"HÃY YÊU THÊM MỘT LẦN","Lệ sầu có xóa đi bao buồn phiền lòng ta...",Phạm Khánh Hưng
56091,"HẮT HIU TÌNH BUỒN","Giờ đâu còn ngày xưa lúc em dại khờ anh hoài ngẩn ngơ...",Lê Minh
56092,"HOA HỌC TRÒ","Từng chiều đạp xe trên phố thân quen, vẫn chúng tôi những người bạn thân...",Nguyễn Duy Hùng
56093,"HOA MÀO GÀ","Con gà trống lang thang trong vườn hoa bên bông mào gà...","Nhạc: Thập Nhất, Thơ: Thanh Hào"
56094,"HOA THIÊN ĐIỂU","Như loài hoa mang tình yêu em từ nơi xa xăm bay về bên đời anh...",Nguyễn Hồng Thuận
56095,"HOÀI MONG","Cứ ngỡ xa nhau rồi là ta không còn nhau nữa...","Nhạc: Sông Trà, Thơ: Phương Hồng Nguyễn"
56096,"HỐI TIẾC","Vội vàng làm chi lời biệt ly để lệ lại tràn một bờ mi...",Nguyễn Hồng Thuận
56097,"HUẾ SÀI GÒN HÀ NỘI","Huế Sài Gòn Hà Nội quê hương ơi sao vẫn còn xa, Huế Sài Gòn Hà Nội...",Trịnh Công Sơn
56098,"HƯƠNG MẮM QUÊ","Út ơi Út ra ngoài bờ sông hái cho má mớ bông súng non...",Vinh Thanh
56099,"HƯƠNG QUÊ","Hôm nao anh đến nơi này, sông nước bùn lầy đón bước chân anh...",Cao Nhật Minh
56100,"KHÁT VỌNG TUỔI XANH","Đường em đi vang tiếng ca niềm tin với khát khao hy vọng...",Lê Vinh Phúc
56101,"KHI NGƯỜI LÍNH TRỞ VỀ","Có người lính trở về làng quê yêu dấu bên dòng kênh mới...",Thế Hiển
56102,"KHOẢNG CÁCH CHO NHAU","Khi ta gần nhau sao đôi khi em không tươi cười, em luôn hờn ghen...",Nguyễn Hậu
56103,"KHÓC","Đã bao nhiêu lần anh khóc trong mơ...",Khắc Việt
56104,"KHÚC YÊU THƯƠNG","Nhịp vang câu hát hân hoan chúc nhau mùa lành...",Hoàng Quân
56105,"KỶ NIỆM MỐI TÌNH ĐẦU","Kỷ niệm về em cô gái Trường Sơn, kỷ niệm về em cô gái giao liên...",Vũ Hùng
56106,"KÝ ỨC NHÁNH LAN RỪNG","Tôi đến với rừng, bạn dừng chân đứng lại, áo bạn sờn vai...",Thế Hiển
56107,"LẤP VÒ NGÀY NAY","Ai đi về miền Tây nhớ ghé qua đây Đồng Tháp...",Sông Trà
56108,"LẬT LẠI KÝ ỨC","Hạt mưa rơi rơi giọt lệ rơi rơi, vì sao hôm nay anh nói chia tay...",Bảo Thy
56109,"LỆ HOANG","Mưa rơi bên khung cửa, lệ rơi thấm nỗi niềm, hạt nào không đổ vỡ...",Trịnh Nam Sơn
56110,"LÒNG BẤT CHỢT BÌNH YÊN","Người hãy cùng em vượt bao sóng gió muộn phiền, người hãy cùng em...",Nguyễn Ngọc Thiện
56111,"LÒNG ÍCH KỶ","Em yêu anh yêu anh đậm sâu, em yêu anh yêu anh bấy lâu...",Nhất Trung
56112,"LỖI LẦM THUỘC VỀ ANH","Rồi chợt thức giấc, trống vắng trong tim thiếu tiếng yêu thương...",Nguyễn Hồng Thuận
56113,"LỐI THOÁT NÀO CHO NHAU","Anh giờ đây còn đâu như ngày em mới gặp...",Phạm Khánh Hưng
56114,"LỐI THU EM VỀ","Và mùa thu đã sang, con đường lá vàng bỗng xanh, ngỡ ngàng dáng em về...",Đức Trí
56115,"LỜI HỨA","Qua đêm nay ngày mai bình minh ta sẽ phải chia tay nhau...",Khắc Việt
56116,"LỚI LƠ","Ta đi i đi chợ dốc tề tề ngồi i gốc gốc cây đa tề tề...",Chèo cổ
56117,"LỜI YÊU TRONG GIÓ","La la la... Tay trong tay bước đi bên nhau, vui chung vui quên hết đi âu sầu...",Duyên Hương
56118,"MÃI CHO TÌNH LÊNH ĐÊNH","Ánh trăng vừa nhô lên, mãi cho đời lênh đênh, sóng xô bờ cát mềm...",Võ Thiện Thanh
56119,"MÃI NHƯ BÂY GIỜ","Lần đầu anh đến em dẫu đã hững hờ, anh biết nhưng vẫn chờ...",Hà Quang Minh
56120,"MẤT MỘT TÌNH YÊU","Em buồn anh từng đêm quay quắt như người mộng du...",Hoài Phương
56121,"MONG CHỜ","Giá như mình còn bên nhau, em sẽ nói em cần anh thật nhiều...",Minh Nhiên
56122,"MONG MANH TÌNH VỀ","Mong manh như hương ai quen dịu dàng thoáng qua...","Nhạc: Đức Trí, Lời: Phương Nga"
56123,"MỘT NGÀY CỦA YÊU THƯƠNG","Nếu nhắm mắt ước mơ em được là mây, làm một cơn gió vui...",Đinh Mạnh Ninh
56124,"MỘT TÌNH YÊU VỘI VÀNG","Mưa đã rơi trên con đường vắng một mình anh về...",Lê Quang
56125,"MÙA GIÓ RÉT","Vẫn nguyên vẹn cuộc tình ngày xưa đã trao dù anh đã mất em từ lâu...",Khánh Đơn
56126,"MÙA HÈ RỘN RÃ","Mùa hè rộn rã nắng mai tươi hồng và nghe xôn xao tiếng ve gọi hè...",Nguyễn Quang Vinh
56127,"MÙA HOA CƯỚI","Con cá về sông mừng vui mà quẫy đuôi, dây bí sau hè mừng vui mà trổ bông...",Trương Quang Tuấn
56128,"MÙA THU CÁNH NÂU","Em về qua đường cũ nghe nhịp bước chân bơ vơ...",Nguyễn Ánh 9
56129,"MUỘN MÀNG","Về nơi xưa anh kiếm tìm một vạt nắng của thuở ban đầu...",Nguyễn Phúc Thạch
56130,"MUỘN MÀNG","Lặng im em đếm trên từng bước chân âm thầm...",Thủy Tiên
56131,"MƯA CUỐI TUẦN","Chiều nay cuối tuần... Lòng anh nôn nao khát khao đến hẹn...","Nhạc: Nguyễn Minh Tâm, Lời: Nguyễn Ngọc Thiện"
56132,"MƯA MÙA THU","Cánh thư hồng gửi theo mây ngàn bay, lời yêu ấy có mang em về đây...",Nguyễn Văn Chung
56133,"MƯỢN","Mượn vầng trăng êm trôi để về chiếu sáng đêm tối...",Lưu Thiên Hương
56134,"NĂM LIỆU BẢY LO","Những là năm liệu i i i i i I rằng i i i i i ơ ờ bảy là bảy ơ bảy bảy lo a...",Dân ca quan họ
56135,"NẮNG GIÓ TÌNH TA","Qua đêm đông lạnh căm ngàn tia nắng ấm êm với đời...",Minh Vy
56136,"NẮNG HÁT","Buổi sáng thức dậy tiếng chim bên thềm, dịu dàng trong gió cỏ hoa hương êm...",Hà Chương
56137,"NẤC THANG TÌNH YÊU","Đêm khuya đã về ngoài hiên hoang vắng, anh nghe nỗi sầu tình em xa xăm...",Hoài An
56138,"NẾU MAI RỜI XA","Nếu mai rời xa em và anh có lẽ hai ta lặng im...",Hoài An
56139,"NGÃ TƯ ĐƯỜNG","Ngã tư đường mình gặp lại nhau, vẫn ánh mắt ta nhìn nhau ngày nào...",Khắc Việt
56140,"NGÀY CHUNG ĐÔI","Ngày nắng vàng rất hồn nhiên có bóng em bên anh thật hiền...","Nhạc: Huy Tuấn, Lời: Hà Quang Minh"
56141,"NGÀY EM CÒN THẮT BÍM","Tóc bím là tóc dễ thương, tóc bâng khuâng lá rơi trên đường...",Trương Quang Tuấn
56142,"NGÀY KHÁC","Thử một hôm bước chân ra đường, đi lề bên kia khác thường...",Trần Lập
56143,"NGÀY KHÔNG ANH","Hãy đi cùng người mà anh muốn, đi cùng người mà anh say...",Lưu Thiên Hương
56144,"NGÀY MAI KHÔNG BAO GIỜ ĐẾN","Ánh nắng chiều che tắt đi hy vọng là biết không còn bình yên...",Minh Khang
56145,"NGÀY YÊU","Đêm đã về, hoàng hôn xuống chờ bóng em lấp lánh sao trời đêm...",Văn Phong
56146,"NGÔI SAO ƯỚC MƠ","Ước mơ của tôi là những khúc ca cho cuộc đời, là những lúc vui tôi hát...",Nguyễn Hoàng Anh Minh
